ID,Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Target
5029172,0,0,1,0,0,0,1,0,2,8,112500.0,57.96970505896770,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5029173,0,0,1,0,0,0,0,0,2,56,315000.0,51.96821289964890,8.104204740685980,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5029175,1,0,0,0,0,0,0,0,1,17,202500.0,48.30215541729130,9.103540798236790,Working,Secondary / secondary special,Single / not married,Municipal apartment,Laborers,0
5029176,1,1,1,0,0,0,0,0,2,51,130500.0,53.80808640834510,31.025962203193800,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5029177,1,1,0,0,0,0,0,0,2,25,202500.0,41.69284790242100,12.189161995112800,Working,Secondary / secondary special,Married,House / apartment,Other,0
5029178,0,0,1,0,0,0,1,0,2,16,193500.0,56.31053341273260,0.0,Pensioner,Higher education,Married,House / apartment,Other,0
5029180,1,1,1,0,0,0,0,0,2,32,157500.0,46.845588889573400,2.3546000260101200,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,1
5029181,1,1,1,0,1,0,0,0,2,37,157500.0,47.97086866944560,1.267650944235680,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,0
5029182,1,1,1,0,0,0,0,0,2,36,202500.0,27.075162392109400,6.2670691389966900,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5029183,0,0,1,0,1,1,0,2,4,40,135000.0,36.54010691526860,1.601675599088280,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5029184,0,0,1,0,0,0,0,1,3,19,108000.0,43.73258862262740,12.6025859531681,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5029186,0,0,1,0,1,0,1,0,2,57,135000.0,51.812152200250500,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5029187,0,0,0,0,0,0,1,0,2,11,157500.0,61.58648021519950,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,1
5029188,1,1,1,0,1,0,0,0,2,39,193500.0,48.26108681218640,13.185760145656700,State servant,Higher education,Married,House / apartment,High skill tech staff,0
5029189,0,1,1,1,0,0,0,0,2,42,252000.0,35.726948534193000,17.51986693771950,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5029190,0,0,0,1,1,0,0,0,2,1,112500.0,36.25262667953480,6.023395415374720,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5029191,0,0,1,0,0,0,0,0,2,19,202500.0,32.79738803671530,8.101466833679000,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5029193,0,0,1,0,0,0,0,1,3,24,135000.0,42.5251716325455,22.60416024969710,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,0
5029194,1,1,1,0,0,0,0,0,2,13,225000.0,52.822439885829300,8.186341950895640,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5029195,0,0,1,0,0,0,0,0,2,18,94500.0,49.640991943708600,1.689288623311910,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5029196,0,0,0,0,0,0,1,0,2,25,225000.0,59.74386879949620,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5029198,0,0,1,1,1,0,0,1,3,23,103500.0,34.48667666002720,3.0226493357153100,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5029199,1,1,1,0,0,0,0,0,2,7,90000.0,51.73549080405480,4.547663538607910,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5029203,0,0,1,0,1,0,1,0,2,56,180000.0,60.54881345955080,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5029214,0,0,1,1,1,0,0,0,2,40,126000.0,59.68637275234950,6.965235425778760,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5029220,0,1,1,0,0,0,1,0,2,43,108000.0,58.48443157628150,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5029225,0,1,1,0,1,0,1,0,2,12,144000.0,58.60763739159600,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5029227,1,0,1,0,1,0,0,0,2,35,180000.0,53.137299191633000,12.465690602818700,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5029235,0,0,1,0,0,0,1,0,1,53,81000.0,63.3469544206931,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,1
5029240,0,0,0,0,1,0,1,0,2,9,247500.0,57.329034819332400,0.0,Pensioner,Higher education,Married,House / apartment,Other,0
5029244,0,0,1,0,1,0,0,2,4,38,90000.0,28.904084272777700,0.29843186376174700,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
5029247,0,0,1,0,0,0,1,0,2,27,135000.0,58.57478250751210,0.0,Pensioner,Higher education,Married,House / apartment,Other,0
5029248,1,1,1,0,0,0,0,0,2,5,135000.0,41.76950929861670,0.29843186376174700,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,0
5029249,1,0,1,1,0,0,0,0,2,31,157500.0,38.393669958999800,11.718241989910800,Working,Higher education,Married,House / apartment,Laborers,0
5029256,1,1,1,0,0,0,0,2,4,48,225000.0,36.84127668603740,2.7160037509326000,Working,Higher education,Married,House / apartment,Drivers,0
5029271,0,0,0,0,0,0,0,0,1,5,112500.0,28.605652409015900,1.4647802487388500,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5029272,1,1,1,1,1,0,0,0,2,38,116653.5,25.380397954783500,4.547663538607910,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5029275,1,0,1,0,0,0,0,0,2,40,112500.0,48.05026797264830,7.633284735483960,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,0
5029276,0,0,0,0,0,0,0,0,2,16,220500.0,41.42453301573610,0.4654441911880460,Working,Secondary / secondary special,Married,House / apartment,Other,0
5029280,0,0,1,0,1,0,1,0,1,37,202500.0,64.62008117894280,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
5029288,0,0,0,0,0,0,1,0,2,43,265500.0,56.95667946638190,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5029298,0,1,1,0,0,0,0,1,3,2,247500.0,38.45664182016060,0.9664811734669430,Working,Incomplete higher,Married,House / apartment,Sales staff,0
5029304,1,1,1,0,0,0,0,2,4,8,157500.0,42.64290163384600,0.38056907397140300,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5029308,1,1,1,0,1,0,0,2,4,14,180000.0,45.780543063854800,5.3799872687324200,State servant,Secondary / secondary special,Married,With parents,Laborers,0
5029312,0,0,1,0,0,0,0,0,2,27,157500.0,42.404703724238000,6.716085888142810,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5029314,0,0,0,0,0,0,0,0,2,56,225000.0,41.969376510126800,23.2995886294722,State servant,Secondary / secondary special,Married,House / apartment,Core staff,0
5029317,0,0,1,0,0,0,0,0,2,4,135000.0,42.289711629944500,0.6324565186143450,Working,Secondary / secondary special,Married,House / apartment,Sales staff,1
5029318,0,0,1,0,0,0,1,0,2,22,90000.0,60.42013183022240,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5029320,0,0,1,0,1,0,1,0,2,56,40500.0,49.84907287623980,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,1
5029323,0,0,1,0,0,0,1,0,2,27,202500.0,64.82816211147390,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5029327,1,0,1,0,1,0,1,0,2,26,112500.0,61.82467812480750,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5029329,0,1,1,1,0,0,0,0,2,36,81000.0,36.11846923619240,5.716749830592000,Working,Secondary / secondary special,Married,House / apartment,Other,0
5029331,0,0,0,0,0,0,0,0,1,15,225000.0,32.78369850168040,3.8002149257000500,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,0
5029338,0,0,1,1,0,0,0,0,2,20,81000.0,52.74304058262660,0.29843186376174700,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5029342,0,0,1,0,0,0,1,0,2,51,270000.0,55.059309910538900,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5029345,1,1,1,0,0,0,0,0,2,30,270000.0,29.95817847046830,1.128017686879270,Working,Higher education,Married,House / apartment,Drivers,0
5029353,0,1,1,0,0,1,0,0,1,43,270000.0,39.42312299362750,3.466190270847450,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff,0
5029357,1,1,1,0,1,0,0,2,4,23,360000.0,36.865917849100300,2.297103978863360,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5029364,0,0,1,0,1,0,0,2,4,26,157500.0,37.32588622627430,4.632538655824560,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
5029373,0,0,1,0,1,0,0,0,2,20,270000.0,47.47804540818770,0.29843186376174700,Working,Higher education,Married,House / apartment,Other,0
5029376,0,0,1,0,0,0,1,0,2,3,45000.0,56.79240504596260,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5029377,0,0,1,0,0,0,1,0,2,10,180000.0,57.06893365366850,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5029388,0,1,0,0,0,0,0,0,2,15,270000.0,34.481200846013300,8.632620793034760,Working,Secondary / secondary special,Married,House / apartment,Other,0
5029393,1,1,1,0,0,0,0,1,3,24,252000.0,49.97227869155420,0.717331635830989,Working,Higher education,Married,House / apartment,Security staff,0
5029397,1,1,1,1,0,0,0,0,2,2,135000.0,27.86641751712900,2.1273537444300700,Working,Higher education,Married,House / apartment,Sales staff,0
5029398,0,0,0,0,0,0,1,0,2,28,112500.0,52.362471508655200,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5029402,1,0,0,0,1,0,0,0,1,6,135000.0,31.7569833740597,1.9658172310177500,Working,Higher education,Single / not married,With parents,Laborers,0
5029407,0,0,0,0,0,0,0,0,2,17,90000.0,47.12759331129320,3.129427708987860,State servant,Secondary / secondary special,Married,Rented apartment,Core staff,0
5029412,0,0,1,0,0,1,0,1,3,7,315000.0,30.680985920313200,6.883098215569110,State servant,Secondary / secondary special,Civil marriage,House / apartment,Core staff,0
5029427,1,1,1,1,1,1,0,2,4,29,126000.0,28.99991101802230,1.128017686879270,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5029428,0,0,1,0,0,0,0,0,1,28,135000.0,44.54300909669600,3.7180777154903900,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,0
5029435,0,1,1,0,1,0,0,0,2,23,225000.0,47.64505773561400,8.632620793034760,Working,Higher education,Married,House / apartment,Core staff,0
5029456,0,1,1,0,0,1,0,1,3,12,112500.0,28.887656830735700,8.213721020965520,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,0
5029470,0,0,1,0,0,0,1,0,1,16,67500.0,55.773903639362900,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5029476,1,1,1,1,1,0,0,0,2,46,67500.0,44.72918677317130,7.466272408057660,Working,Secondary / secondary special,Married,House / apartment,Other,0
5029481,0,0,1,0,0,0,0,0,1,11,180000.0,40.4772171913181,5.212974941306120,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1
5029485,0,1,0,0,0,1,0,0,2,52,247500.0,57.36462761042320,10.546417790919700,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5029492,0,0,1,0,0,1,0,0,2,32,67500.0,33.62423595282590,4.128763766538670,Working,Higher education,Married,House / apartment,Other,0
5029505,0,0,1,0,1,0,1,0,2,9,292500.0,62.20524719877890,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,1
5029511,0,0,0,0,0,0,0,0,2,44,112500.0,49.44933845321940,2.379241189073010,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,1
5029513,1,1,1,1,1,0,0,0,2,35,153000.0,51.63966405881020,4.0521023703429900,State servant,Secondary / secondary special,Civil marriage,House / apartment,Drivers,0
5029519,0,0,1,0,0,0,0,0,2,53,135000.0,52.71292360554970,23.129838395038900,Working,Secondary / secondary special,Married,House / apartment,Other,0
5029528,1,0,0,0,0,0,0,1,3,42,225000.0,51.95452336461390,1.8836800208080900,Commercial associate,Higher education,Married,Municipal apartment,Cooking staff,0
5029529,1,1,1,0,1,0,1,0,2,12,112500.0,59.464602284783400,0.0,Pensioner,Lower secondary,Married,House / apartment,Other,0
5029531,0,0,0,0,0,1,0,1,3,11,81000.0,28.441377988596600,1.7988049035914500,Working,Higher education,Married,House / apartment,Core staff,0
5029535,0,0,1,0,0,0,0,0,2,29,112500.0,34.998665270334100,3.2991779434211500,Working,Higher education,Civil marriage,House / apartment,Core staff,0
5029540,0,0,1,1,1,0,0,0,1,17,202500.0,54.78278130283310,0.7994688460406440,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5029541,0,1,1,0,0,0,0,1,3,15,133650.0,39.96249067400430,5.3799872687324200,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
5029546,1,1,1,0,0,0,0,1,3,27,135000.0,55.606891311936600,14.716250162563200,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5029551,0,0,1,0,0,0,1,0,1,15,103500.0,65.02802932298400,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5029560,0,1,1,0,0,0,0,0,1,35,202500.0,36.56201017132450,7.466272408057660,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5029566,0,0,1,0,1,0,0,0,2,51,270000.0,46.94689144883190,10.464280580710100,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5029572,0,0,1,0,0,0,0,3,5,28,337500.0,30.74669568848090,0.5475814013977020,Commercial associate,Higher education,Married,House / apartment,Core staff,0
5029574,1,1,1,0,0,1,0,0,2,3,202500.0,43.73258862262740,5.546999596158720,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,0
5029580,0,0,1,1,1,0,0,0,2,10,180000.0,41.61892441323230,5.051438427893800,Working,Higher education,Married,House / apartment,Core staff,0
5029587,0,0,1,0,0,0,0,0,2,17,157500.0,50.97982847012600,5.212974941306120,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,1
5029589,1,0,0,0,1,0,1,0,2,23,112500.0,62.91984092760290,0.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,Other,0
5029593,0,0,1,0,0,0,1,1,3,34,139500.0,59.50840879689520,0.0,Pensioner,Lower secondary,Married,House / apartment,Other,0
5029598,1,1,1,0,0,0,0,0,2,47,270000.0,30.79597801460670,6.546335653709520,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5029603,0,1,1,0,0,0,0,0,1,29,180000.0,41.509408132952800,19.548656029897900,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,0
5029613,0,0,1,0,0,0,0,0,2,21,135000.0,43.595693272278000,2.6311286337159600,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,0
5029622,0,0,1,0,0,0,0,0,1,49,225000.0,62.002642080261700,14.464362717920300,Working,Secondary / secondary special,Widow,House / apartment,Cleaning staff,0
5029624,0,0,1,0,1,1,0,1,3,23,180000.0,22.01551024319460,3.8850900429166900,Working,Secondary / secondary special,Married,With parents,Sales staff,0
5029628,0,0,1,0,1,0,1,0,2,2,135000.0,55.472733868594200,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5029629,0,0,1,0,0,0,0,0,1,51,90000.0,48.830571469640000,3.466190270847450,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5029630,0,0,1,0,1,1,0,0,2,5,270000.0,48.4089337905638,15.46643668247810,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
5029633,0,0,1,0,0,0,0,0,2,33,135000.0,39.91047044087150,6.212310998856920,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5029638,0,0,1,0,0,0,0,0,2,59,270000.0,33.65161502289580,2.8830160783589000,Working,Higher education,Married,House / apartment,Other,0
5029645,0,0,0,0,0,0,0,0,1,43,135000.0,43.37392280471190,3.8850900429166900,Working,Secondary / secondary special,Separated,House / apartment,Waiters/barmen staff,0
5029647,1,0,1,1,0,0,0,2,4,7,112500.0,38.347125539881000,2.379241189073010,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5029649,0,0,1,0,0,0,0,1,3,14,180000.0,24.172980964701500,1.4647802487388500,Commercial associate,Incomplete higher,Married,House / apartment,Other,0
5029650,0,1,0,0,0,0,0,1,3,27,225000.0,34.95485875822230,12.632702930245000,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5029652,0,0,1,1,1,0,0,0,1,55,630000.0,60.23669206075420,4.213638883755310,Working,Higher education,Separated,House / apartment,Accountants,0
5029662,1,1,0,0,0,0,0,0,1,49,180000.0,33.7583933961683,14.965399700199200,Working,Higher education,Separated,House / apartment,Laborers,1
5029664,0,0,0,0,0,0,0,0,2,27,67500.0,50.38022683559550,5.883762158018300,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5029673,1,1,1,0,0,0,0,1,3,49,112500.0,36.0445457470037,2.7981409611422500,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,0
5029679,1,0,1,0,0,0,1,0,1,53,63000.0,56.64455806758520,0.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
5029682,0,1,1,0,0,0,0,0,2,3,270000.0,54.64862385949060,15.548573892687700,Commercial associate,Higher education,Married,House / apartment,Accountants,0
5029698,1,0,1,0,0,0,0,1,2,42,202500.0,49.51504822138720,3.2991779434211500,Working,Higher education,Separated,House / apartment,Security staff,0
5029705,1,0,1,1,0,0,0,1,2,6,90000.0,34.56060014921590,1.7988049035914500,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5029711,1,0,1,0,0,0,0,1,3,43,225000.0,29.925323586384400,2.1273537444300700,Working,Secondary / secondary special,Married,House / apartment,Core staff,1
5029713,0,1,1,0,0,0,0,1,3,33,265500.0,30.111501262859600,6.883098215569110,Working,Higher education,Married,With parents,Accountants,0
5029721,0,0,1,1,0,1,0,1,3,30,135000.0,26.771254714333600,7.967309390336560,Commercial associate,Higher education,Married,House / apartment,Core staff,0
5029731,1,1,1,0,0,0,0,0,2,47,83250.0,51.198861030685100,20.632867204665400,Working,Secondary / secondary special,Married,House / apartment,Other,0
5029733,1,0,1,0,0,1,0,0,1,3,202500.0,22.168833035585900,2.050692348234390,Working,Incomplete higher,Single / not married,With parents,Other,0
5029734,0,0,0,0,0,0,1,0,1,1,135000.0,63.02388139386850,0.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
5029743,1,1,1,0,0,0,0,0,2,3,315000.0,59.07308158278400,2.7981409611422500,Commercial associate,Higher education,Married,House / apartment,Drivers,0
5029746,1,0,1,0,0,0,0,1,3,3,135000.0,28.89313264474970,2.7981409611422500,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5029751,1,0,1,1,1,0,0,0,2,11,202500.0,49.378152871037700,5.546999596158720,Working,Secondary / secondary special,Married,House / apartment,Drivers,1
5029759,0,0,1,0,0,0,0,0,2,49,225000.0,54.566486649281000,9.051520565104010,Working,Higher education,Married,House / apartment,Managers,0
5029760,1,1,0,0,1,0,0,0,2,7,157500.0,58.506334832337400,33.54757455663020,Working,Secondary / secondary special,Married,Municipal apartment,Drivers,0
5029767,0,0,1,0,0,0,0,0,2,41,112500.0,58.08469715326120,2.212228861646710,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5029794,0,1,1,0,0,0,0,0,1,19,225000.0,49.9832303195822,6.546335653709520,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5029796,1,1,0,1,1,0,0,1,3,37,238500.0,31.16833336755720,5.3799872687324200,Working,Higher education,Married,With parents,Drivers,0
5032275,1,1,1,1,0,0,0,2,4,39,108000.0,34.30323689055900,2.51339863241545,State servant,Secondary / secondary special,Married,House / apartment,Other,0
5032286,0,0,1,0,0,0,0,0,2,15,157500.0,53.06611360945130,9.177464287425480,State servant,Secondary / secondary special,Married,House / apartment,Other,1
5033410,1,0,0,0,0,0,0,2,4,24,157500.0,35.75158969725590,2.4668542132966500,Working,Higher education,Married,House / apartment,High skill tech staff,0
5033412,1,1,1,1,0,0,0,0,2,27,270000.0,42.0241346502666,16.553385764252500,State servant,Secondary / secondary special,Married,House / apartment,Managers,0
5033414,0,0,0,0,0,0,0,0,2,44,202500.0,56.66098550962720,2.800878868149240,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
5033415,0,0,0,1,0,0,0,0,1,31,157500.0,38.78792856800620,4.969301217684140,Commercial associate,Secondary / secondary special,Widow,House / apartment,Laborers,0
5033416,0,0,0,0,1,0,0,0,1,3,315000.0,26.683641690110000,3.4716660848614300,Working,Incomplete higher,Single / not married,With parents,Medicine staff,0
5033418,1,1,0,0,1,0,0,0,2,47,202500.0,29.44892776716840,5.968637275234950,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0
5033419,1,1,0,1,1,0,0,0,2,33,225000.0,35.658500859018300,5.798887040801660,State servant,Higher education,Married,House / apartment,Drivers,0
5033420,0,1,0,1,1,0,0,0,2,53,144000.0,53.11813384258400,13.883926432438700,Working,Higher education,Married,House / apartment,Managers,0
5033422,0,0,0,1,1,0,0,1,2,35,270000.0,28.126518682792900,9.555295454389890,Working,Secondary / secondary special,Separated,With parents,Private service staff,0
5033424,1,1,0,1,0,0,0,0,2,5,180000.0,45.38628445484850,2.9706291025825300,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,0
5033426,0,0,1,0,0,0,0,0,1,41,247500.0,54.84027734997980,7.137723567219040,Working,Secondary / secondary special,Widow,House / apartment,Cooking staff,0
5033427,1,1,1,0,0,0,0,0,1,5,324000.0,28.482446593701400,1.8809421138011000,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5033428,1,1,1,1,1,0,0,1,3,44,225000.0,41.7147511584769,0.5530572154116790,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5033429,0,0,1,0,0,1,0,0,1,41,135000.0,27.264077975591600,3.0500284057852000,Working,Secondary / secondary special,Single / not married,Office apartment,Waiters/barmen staff,1
5033431,1,1,0,0,1,0,0,2,4,34,315000.0,42.37184884015410,7.882434273119910,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5033437,0,1,0,0,1,0,0,1,3,36,135000.0,35.68314202208120,10.636768722150400,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5033439,1,1,0,0,1,0,0,2,4,19,270000.0,32.096483842926300,8.219196834979500,Working,Higher education,Married,House / apartment,Other,0
5033441,0,0,0,0,0,0,0,0,2,32,135000.0,41.158956036058200,7.471748222071640,State servant,Secondary / secondary special,Married,House / apartment,Cooking staff,0
5033443,1,0,0,0,0,0,0,3,5,8,225000.0,33.71732479106350,10.135731739871500,Commercial associate,Higher education,Married,House / apartment,Sales staff,0
5033445,0,1,0,0,0,0,0,0,2,14,112500.0,29.64605707167160,1.7988049035914500,Commercial associate,Higher education,Married,House / apartment,Core staff,0
5033448,0,0,1,0,0,0,0,0,2,60,189000.0,42.29518744395850,5.133575638103450,Commercial associate,Higher education,Married,House / apartment,Security staff,0
5033452,0,0,0,1,1,0,0,0,2,45,112500.0,52.411753834781,15.053012724422800,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
5033454,1,1,0,1,1,1,0,0,2,24,126000.0,49.09341054231090,14.886000396996500,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5033455,0,1,0,1,1,0,0,2,4,37,103500.0,42.418393259272900,2.387454910093980,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5033457,0,0,0,0,1,0,0,0,2,25,112500.0,36.652361102555200,11.885254317337100,Working,Secondary / secondary special,Married,House / apartment,Other,0
5033460,1,1,1,0,0,0,0,1,3,20,202500.0,37.99119762897250,19.137969978849700,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
5033461,0,0,1,0,0,0,0,0,2,14,225000.0,46.68405237616100,1.6372683901791300,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5033462,0,0,1,1,1,0,0,0,2,11,157500.0,33.31211455402920,2.135567465451040,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
5033463,0,1,1,0,0,0,0,0,2,2,252000.0,41.161693943065200,1.2156307111029000,Commercial associate,Higher education,Married,House / apartment,Managers,0
5033468,1,0,0,0,0,0,0,0,1,12,180000.0,37.58872529894520,3.13764143000883,Working,Secondary / secondary special,Single / not married,House / apartment,Other,0
5033471,1,0,0,0,0,0,0,0,2,12,247500.0,32.791912222701400,7.389611011861980,State servant,Secondary / secondary special,Married,House / apartment,Core staff,0
5033474,1,0,0,0,0,0,0,0,2,20,270000.0,31.507833836423700,11.389693149072200,Commercial associate,Secondary / secondary special,Married,With parents,Core staff,0
5033475,1,1,0,1,1,0,0,0,2,28,180000.0,57.643894125136000,12.21927897218970,Working,Lower secondary,Married,House / apartment,Core staff,0
5033476,0,0,0,1,1,1,0,2,4,15,90000.0,25.153151673203400,3.4716660848614300,Working,Secondary / secondary special,Married,With parents,Laborers,0
5033477,0,0,0,0,1,0,0,0,1,25,153000.0,32.548238499079400,3.8850900429166900,Commercial associate,Secondary / secondary special,Separated,With parents,Medicine staff,0
5033478,0,0,0,0,1,0,0,0,2,27,225000.0,36.972696222372800,5.968637275234950,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
5033479,1,0,0,1,1,0,0,0,1,58,157500.0,41.45191208580600,0.6379323326283220,Commercial associate,Secondary / secondary special,Separated,House / apartment,Laborers,1
5033481,0,0,0,1,0,0,0,1,3,28,189000.0,39.11647740884480,6.217786812870900,Working,Higher education,Married,House / apartment,Managers,1
5033482,0,1,0,1,0,0,0,0,2,42,270000.0,33.66804246493770,1.051356290683590,Commercial associate,Higher education,Married,House / apartment,Managers,0
5033484,1,1,0,0,0,0,0,1,3,7,202500.0,33.18069501769370,5.555213317179680,State servant,Secondary / secondary special,Married,With parents,Drivers,0
5033488,0,0,0,1,1,0,0,0,2,60,112500.0,29.158709624427600,10.135731739871500,Working,Higher education,Married,With parents,Core staff,1
5033491,1,1,0,1,1,0,0,0,2,16,405000.0,37.320410412260300,2.7214795649465800,Commercial associate,Higher education,Married,Office apartment,Other,0
5033493,1,0,0,1,1,0,0,0,2,21,225000.0,47.26175075463560,7.556623339288280,Working,Higher education,Married,House / apartment,Drivers,0
5033495,0,0,1,1,0,0,0,3,5,25,126000.0,39.8803534637946,4.0521023703429900,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5033496,1,1,0,0,0,0,0,1,3,6,202500.0,27.25860216157760,1.2156307111029000,Commercial associate,Higher education,Married,With parents,Managers,0
5033497,0,0,1,1,1,0,0,1,2,38,112500.0,47.17687563741900,0.2162946535520920,Working,Secondary / secondary special,Separated,House / apartment,Laborers,0
5033499,0,1,1,0,0,0,0,1,3,6,112500.0,43.891387229032800,3.386790967644780,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0
5033500,1,0,1,0,0,0,0,0,2,46,202500.0,48.12692936884400,5.46760029295605,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5033501,1,1,1,0,1,0,0,0,2,12,270000.0,42.401965817231000,8.468346372615450,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5033505,1,1,1,0,0,0,0,1,3,19,351000.0,36.70985714970190,1.2156307111029000,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5033506,1,1,0,1,0,0,0,0,1,35,157500.0,27.05873495006740,2.135567465451040,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
